TaskID,任务类型,源区域,目标区域,到达小时,开工小时,完成小时,等待_h,时延_ms,是否迁移
26082,BatchInference,RegionB,RegionB,305,305,308.06666666666666,0.0,5.0,False
26083,RealTimeInference,RegionB,RegionA,131,131,137.56666666666666,0.0,12.0,True
26084,AITraining,RegionE,RegionE,2344,2344,2344.516666666667,0.0,5.0,False
26085,BatchInference,RegionE,RegionE,2289,2289,2294.983333333333,0.0,5.0,False
26086,BatchInference,RegionF,RegionB,1194,1194,1198.8666666666666,0.0,79.0,True
26087,RealTimeInference,RegionA,RegionB,2080,2080,2086.55,0.0,12.0,True
26088,RealTimeInference,RegionA,RegionA,2371,2371,2372.766666666667,0.0,5.0,False
26089,AITraining,RegionD,RegionC,1014,1014,1018.4166666666666,0.0,58.0,True
26090,RealTimeInference,RegionB,RegionA,1553,1553,1558.2166666666667,0.0,12.0,True
26091,AITraining,RegionE,RegionD,1063,1063,1068.0833333333333,0.0,22.0,True
26092,RealTimeInference,RegionC,RegionA,496,496,500.56666666666666,0.0,15.0,True
26093,RealTimeInference,RegionA,RegionA,2059,2059,2060.75,0.0,5.0,False
26094,RealTimeInference,RegionA,RegionA,1735,1735,1739.95,0.0,5.0,False
26095,BatchInference,RegionB,RegionE,2072,2072,2074.866666666667,0.0,74.0,True
26096,BatchInference,RegionC,RegionD,1924,1924,1928.1666666666667,0.0,58.0,True
26097,RealTimeInference,RegionB,RegionB,737,737,739.1166666666667,0.0,5.0,False
26098,BatchInference,RegionE,RegionF,2112,2112,2116.4333333333334,0.0,18.0,True
26099,AITraining,RegionF,RegionC,292,292,295.53333333333336,0.0,76.0,True
26100,RealTimeInference,RegionA,RegionB,1402,1402,1407.95,0.0,12.0,True
26101,AITraining,RegionD,RegionE,1489,1489,1491.0666666666666,0.0,22.0,True
26102,BatchInference,RegionB,RegionF,2309,2309,2314.7166666666667,0.0,79.0,True
26103,AITraining,RegionE,RegionF,2326,2326,2331.116666666667,0.0,18.0,True
26104,RealTimeInference,RegionC,RegionC,1481,1481,1484.2166666666667,0.0,5.0,False
26105,AITraining,RegionF,RegionD,1069,1069,1074.1,0.0,25.0,True
26106,RealTimeInference,RegionF,RegionE,1083,1083,1083.1666666666667,0.0,18.0,True
26107,AITraining,RegionC,RegionD,1436,1436,1442.0333333333333,0.0,58.0,True
26108,BatchInference,RegionB,RegionF,1434,1434,1440.45,0.0,79.0,True
26109,RealTimeInference,RegionB,RegionC,603,603,608.6833333333333,0.0,14.0,True
26110,RealTimeInference,RegionB,RegionB,1174,1174,1177.1666666666667,0.0,5.0,False
26111,RealTimeInference,RegionC,RegionB,1086,1086,1088.6833333333334,0.0,14.0,True
26112,BatchInference,RegionF,RegionE,228,242,242.6,14.0,18.0,True
26113,AITraining,RegionB,RegionB,1914,1914,1917.4666666666667,0.0,5.0,False
26114,AITraining,RegionD,RegionC,109,109,110.51666666666667,0.0,58.0,True
26115,AITraining,RegionD,RegionC,82,82,83.76666666666667,0.0,58.0,True
26116,BatchInference,RegionC,RegionA,886,886,886.8166666666667,0.0,15.0,True
26117,RealTimeInference,RegionC,RegionC,980,980,983.0,0.0,5.0,False
26118,AITraining,RegionF,RegionF,1346,1366,1366.1833333333334,20.0,5.0,False
26119,AITraining,RegionF,RegionD,1197,1197,1197.7,0.0,25.0,True
26120,RealTimeInference,RegionA,RegionC,1321,1321,1327.4833333333333,0.0,15.0,True
26121,BatchInference,RegionB,RegionD,2211,2254,2255.05,43.0,60.0,True
26122,AITraining,RegionD,RegionE,1103,1144,1146.6166666666666,41.0,22.0,True
26123,BatchInference,RegionD,RegionD,84,84,88.93333333333334,0.0,5.0,False
26124,AITraining,RegionE,RegionE,1935,1935,1938.5833333333333,0.0,5.0,False
26125,RealTimeInference,RegionC,RegionB,505,505,507.1166666666667,0.0,14.0,True
26126,RealTimeInference,RegionA,RegionC,2142,2142,2147.8333333333335,0.0,15.0,True
26127,RealTimeInference,RegionA,RegionC,300,300,302.1,0.0,15.0,True
26128,AITraining,RegionD,RegionE,412,451,451.6333333333333,39.0,22.0,True
26129,RealTimeInference,RegionB,RegionB,747,747,750.2666666666667,0.0,5.0,False
26130,BatchInference,RegionD,RegionE,1263,1263,1267.4,0.0,22.0,True
26131,AITraining,RegionF,RegionD,623,623,625.4833333333333,0.0,25.0,True
26132,RealTimeInference,RegionE,RegionF,2092,2092,2092.4666666666667,0.0,18.0,True
26133,RealTimeInference,RegionA,RegionB,1308,1308,1308.7333333333333,0.0,12.0,True
26134,BatchInference,RegionB,RegionE,1075,1075,1076.2666666666667,0.0,74.0,True
26135,BatchInference,RegionC,RegionD,2267,2275,2276.0,8.0,58.0,True
26136,AITraining,RegionE,RegionC,2390,2405,2405.866666666667,15.0,70.0,True
26137,RealTimeInference,RegionC,RegionC,1902,1902,1904.55,0.0,5.0,False
26138,AITraining,RegionF,RegionE,1866,1866,1869.4666666666667,0.0,18.0,True
26139,RealTimeInference,RegionA,RegionB,1997,1997,2000.3666666666666,0.0,12.0,True
26140,RealTimeInference,RegionA,RegionC,1515,1515,1517.6,0.0,15.0,True
26141,RealTimeInference,RegionA,RegionA,1818,1818,1819.4666666666667,0.0,5.0,False
26142,RealTimeInference,RegionB,RegionC,1519,1519,1522.1,0.0,14.0,True
26143,AITraining,RegionE,RegionD,81,81,84.71666666666667,0.0,22.0,True
26144,AITraining,RegionF,RegionC,1647,1647,1650.0833333333333,0.0,76.0,True
26145,RealTimeInference,RegionD,RegionD,1576,1576,1580.1166666666666,0.0,5.0,False
26146,AITraining,RegionB,RegionD,890,890,895.1,0.0,60.0,True
26147,RealTimeInference,RegionA,RegionB,1817,1817,1820.1666666666667,0.0,12.0,True
26148,BatchInference,RegionB,RegionF,734,735,735.45,1.0,79.0,True
26149,BatchInference,RegionC,RegionD,828,828,830.4166666666666,0.0,58.0,True
26150,RealTimeInference,RegionC,RegionC,1750,1750,1754.1666666666667,0.0,5.0,False
26151,BatchInference,RegionE,RegionF,1855,1855,1860.4333333333334,0.0,18.0,True
26152,RealTimeInference,RegionF,RegionF,13,13,16.266666666666666,0.0,5.0,False
26153,BatchInference,RegionA,RegionE,2151,2151,2155.5333333333333,0.0,78.0,True
26154,RealTimeInference,RegionA,RegionA,1045,1045,1048.7,0.0,5.0,False
26155,AITraining,RegionD,RegionE,2011,2011,2016.05,0.0,22.0,True
26156,RealTimeInference,RegionB,RegionA,1971,1971,1974.3833333333334,0.0,12.0,True
26157,AITraining,RegionF,RegionD,989,989,990.9166666666666,0.0,25.0,True
26158,BatchInference,RegionF,RegionD,2118,2133,2136.4166666666665,15.0,25.0,True
26159,BatchInference,RegionA,RegionE,2026,2026,2031.1,0.0,78.0,True
26160,AITraining,RegionD,RegionF,1346,1346,1352.1666666666667,0.0,25.0,True
26161,RealTimeInference,RegionB,RegionC,781,781,786.0166666666667,0.0,14.0,True
26162,AITraining,RegionE,RegionE,1780,1780,1784.7666666666667,0.0,5.0,False
26163,RealTimeInference,RegionC,RegionA,1592,1592,1593.5666666666666,0.0,15.0,True
26164,AITraining,RegionF,RegionA,445,445,451.6333333333333,0.0,82.0,True
26165,AITraining,RegionF,RegionD,1231,1231,1236.4,0.0,25.0,True
26166,BatchInference,RegionA,RegionB,1135,1135,1139.9833333333333,0.0,12.0,True
26167,BatchInference,RegionB,RegionF,440,440,442.51666666666665,0.0,79.0,True
26168,AITraining,RegionD,RegionF,2233,2233,2235.15,0.0,25.0,True
26169,AITraining,RegionE,RegionF,919,919,923.95,0.0,18.0,True
26170,AITraining,RegionE,RegionD,1484,1484,1487.7,0.0,22.0,True
26171,BatchInference,RegionF,RegionD,2329,2329,2332.3,0.0,25.0,True
26172,RealTimeInference,RegionA,RegionB,2159,2159,2160.9666666666667,0.0,12.0,True
26173,RealTimeInference,RegionA,RegionC,1637,1637,1642.8333333333333,0.0,15.0,True
26174,RealTimeInference,RegionA,RegionA,73,73,74.83333333333333,0.0,5.0,False
26175,RealTimeInference,RegionB,RegionB,1717,1717,1719.5833333333333,0.0,5.0,False
26176,BatchInference,RegionD,RegionB,428,428,431.06666666666666,0.0,60.0,True
26177,BatchInference,RegionE,RegionD,2364,2364,2368.616666666667,0.0,22.0,True
26178,BatchInference,RegionF,RegionD,679,679,685.1166666666667,0.0,25.0,True
26179,BatchInference,RegionA,RegionA,1163,1169,1169.8166666666666,6.0,5.0,False
26180,BatchInference,RegionB,RegionF,2225,2225,2229.733333333333,0.0,79.0,True
26181,AITraining,RegionD,RegionD,2023,2023,2025.7333333333333,0.0,5.0,False
26182,RealTimeInference,RegionB,RegionA,1479,1479,1479.2666666666667,0.0,12.0,True
26183,AITraining,RegionE,RegionA,1357,1364,1365.0666666666666,7.0,78.0,True
26184,AITraining,RegionF,RegionD,917,929,931.8,12.0,25.0,True
26185,RealTimeInference,RegionA,RegionC,838,838,841.9833333333333,0.0,15.0,True
26186,RealTimeInference,RegionA,RegionA,1826,1826,1827.7833333333333,0.0,5.0,False
26187,AITraining,RegionD,RegionE,932,932,932.3666666666667,0.0,22.0,True
26188,RealTimeInference,RegionB,RegionA,873,873,876.85,0.0,12.0,True
26189,AITraining,RegionE,RegionB,1223,1223,1226.7333333333333,0.0,74.0,True
26190,BatchInference,RegionE,RegionD,1349,1349,1354.8166666666666,0.0,22.0,True
26191,BatchInference,RegionF,RegionD,260,260,261.45,0.0,25.0,True
26192,AITraining,RegionB,RegionC,1732,1732,1738.1666666666667,0.0,14.0,True
26193,AITraining,RegionD,RegionE,388,835,836.4166666666666,447.0,22.0,True
26194,BatchInference,RegionB,RegionC,1554,1554,1560.15,0.0,14.0,True
26195,BatchInference,RegionD,RegionD,207,207,211.86666666666667,0.0,5.0,False
26196,RealTimeInference,RegionC,RegionA,461,461,466.96666666666664,0.0,15.0,True
26197,RealTimeInference,RegionC,RegionA,83,83,86.48333333333333,0.0,15.0,True
26198,RealTimeInference,RegionA,RegionA,702,702,703.15,0.0,5.0,False
26199,BatchInference,RegionA,RegionD,2164,2164,2170.4166666666665,0.0,65.0,True
26200,BatchInference,RegionB,RegionA,1260,1260,1261.0666666666666,0.0,12.0,True
26201,AITraining,RegionD,RegionA,2306,2306,2310.85,0.0,65.0,True
26202,BatchInference,RegionD,RegionE,2137,2137,2143.55,0.0,22.0,True
26203,AITraining,RegionF,RegionA,1900,1900,1903.6833333333334,0.0,82.0,True
26204,RealTimeInference,RegionD,RegionD,20,20,22.333333333333332,0.0,5.0,False
26205,BatchInference,RegionA,RegionD,494,494,498.51666666666665,0.0,65.0,True
26206,AITraining,RegionD,RegionD,512,516,518.8166666666667,4.0,5.0,False
26207,BatchInference,RegionB,RegionF,931,931,936.6333333333333,0.0,79.0,True
26208,AITraining,RegionE,RegionE,218,218,223.88333333333333,0.0,5.0,False
26209,AITraining,RegionE,RegionD,1727,1727,1729.2,0.0,22.0,True
26210,RealTimeInference,RegionC,RegionB,391,391,393.8833333333333,0.0,14.0,True
26211,AITraining,RegionF,RegionD,11,11,17.183333333333334,0.0,25.0,True
26212,BatchInference,RegionA,RegionD,883,883,885.7333333333333,0.0,65.0,True
26213,BatchInference,RegionB,RegionF,1569,1571,1571.9166666666667,2.0,79.0,True
26214,AITraining,RegionD,RegionD,852,852,857.5,0.0,5.0,False
26215,RealTimeInference,RegionB,RegionB,2278,2278,2281.5833333333335,0.0,5.0,False
26216,BatchInference,RegionE,RegionB,2357,2357,2360.35,0.0,74.0,True
26217,AITraining,RegionF,RegionD,687,687,691.3666666666667,0.0,25.0,True
26218,AITraining,RegionB,RegionF,2039,2058,2059.633333333333,19.0,79.0,True
26219,BatchInference,RegionB,RegionF,1576,1576,1578.9,0.0,79.0,True
26220,RealTimeInference,RegionB,RegionA,733,733,733.9,0.0,12.0,True
26221,BatchInference,RegionC,RegionD,2111,2111,2114.15,0.0,58.0,True
26222,AITraining,RegionE,RegionE,1948,1948,1953.5166666666667,0.0,5.0,False
26223,BatchInference,RegionE,RegionD,796,807,810.3166666666667,11.0,22.0,True
26224,RealTimeInference,RegionF,RegionF,314,314,319.95,0.0,5.0,False
26225,AITraining,RegionC,RegionF,1425,1432,1432.65,7.0,76.0,True
26226,RealTimeInference,RegionA,RegionB,1065,1065,1066.9666666666667,0.0,12.0,True
26227,RealTimeInference,RegionB,RegionC,2207,2207,2212.5666666666666,0.0,14.0,True
26228,BatchInference,RegionD,RegionD,548,548,550.4666666666667,0.0,5.0,False
26229,AITraining,RegionE,RegionB,107,108,108.75,1.0,74.0,True
26230,BatchInference,RegionF,RegionD,1331,1331,1335.5666666666666,0.0,25.0,True
26231,BatchInference,RegionA,RegionB,789,809,811.4333333333333,20.0,12.0,True
26232,AITraining,RegionD,RegionE,397,398,398.9,1.0,22.0,True
26233,BatchInference,RegionB,RegionF,1227,1460,1461.6,233.0,79.0,True
26234,BatchInference,RegionC,RegionB,1096,1096,1100.3666666666666,0.0,14.0,True
26235,RealTimeInference,RegionB,RegionB,2312,2312,2318.4333333333334,0.0,5.0,False
26236,BatchInference,RegionE,RegionB,1106,1171,1171.8333333333333,65.0,74.0,True
26237,BatchInference,RegionF,RegionE,2353,2353,2357.016666666667,0.0,18.0,True
26238,AITraining,RegionC,RegionF,1574,1574,1579.7666666666667,0.0,76.0,True
26239,RealTimeInference,RegionA,RegionA,1076,1076,1076.3166666666666,0.0,5.0,False
26240,AITraining,RegionD,RegionF,829,829,830.5666666666667,0.0,25.0,True
26241,AITraining,RegionE,RegionD,1138,1138,1141.6,0.0,22.0,True
26242,RealTimeInference,RegionC,RegionA,2353,2353,2355.1666666666665,0.0,15.0,True
26243,AITraining,RegionF,RegionF,577,585,585.3,8.0,5.0,False
26244,BatchInference,RegionA,RegionD,1829,1829,1834.35,0.0,65.0,True
26245,AITraining,RegionD,RegionD,304,304,309.1666666666667,0.0,5.0,False
26246,BatchInference,RegionB,RegionA,1845,1845,1847.45,0.0,12.0,True
26247,RealTimeInference,RegionB,RegionB,1695,1695,1698.05,0.0,5.0,False
26248,AITraining,RegionE,RegionE,1357,1429,1430.65,72.0,5.0,False
26249,RealTimeInference,RegionC,RegionC,1821,1821,1824.6166666666666,0.0,5.0,False
26250,RealTimeInference,RegionE,RegionF,1312,1312,1316.6,0.0,18.0,True
26251,AITraining,RegionB,RegionF,449,449,453.31666666666666,0.0,79.0,True
26252,AITraining,RegionD,RegionF,639,639,642.9166666666666,0.0,25.0,True
26253,BatchInference,RegionB,RegionB,363,376,377.8833333333333,13.0,5.0,False
26254,AITraining,RegionE,RegionE,485,485,487.43333333333334,0.0,5.0,False
26255,RealTimeInference,RegionC,RegionA,784,784,784.1833333333333,0.0,15.0,True
26256,RealTimeInference,RegionC,RegionB,2176,2176,2178.15,0.0,14.0,True
26257,BatchInference,RegionA,RegionD,1855,1865,1867.6333333333334,10.0,65.0,True
26258,RealTimeInference,RegionA,RegionC,77,77,80.8,0.0,15.0,True
26259,BatchInference,RegionB,RegionA,1454,1454,1457.45,0.0,12.0,True
26260,AITraining,RegionD,RegionD,431,431,433.03333333333336,0.0,5.0,False
26261,BatchInference,RegionD,RegionF,1137,1137,1140.9666666666667,0.0,25.0,True
26262,AITraining,RegionF,RegionD,1528,1528,1529.7833333333333,0.0,25.0,True
26263,BatchInference,RegionF,RegionE,1759,1766,1766.5,7.0,18.0,True
26264,RealTimeInference,RegionA,RegionB,1671,1671,1674.0666666666666,0.0,12.0,True
26265,BatchInference,RegionB,RegionF,1880,1892,1893.6666666666667,12.0,79.0,True
26266,AITraining,RegionD,RegionD,1541,1541,1546.2333333333333,0.0,5.0,False
26267,RealTimeInference,RegionB,RegionB,377,377,379.23333333333335,0.0,5.0,False
26268,AITraining,RegionE,RegionB,1363,1363,1366.4166666666667,0.0,74.0,True
26269,RealTimeInference,RegionC,RegionB,1107,1107,1107.7166666666667,0.0,14.0,True
26270,RealTimeInference,RegionF,RegionE,1114,1114,1114.4,0.0,18.0,True
26271,RealTimeInference,RegionA,RegionA,332,332,337.6,0.0,5.0,False
26272,RealTimeInference,RegionA,RegionB,759,759,761.5833333333334,0.0,12.0,True
26273,BatchInference,RegionC,RegionD,1523,1523,1528.4833333333333,0.0,58.0,True
26274,BatchInference,RegionD,RegionE,1857,1857,1861.7,0.0,22.0,True
26275,BatchInference,RegionD,RegionB,1245,1266,1267.5,21.0,60.0,True
26276,BatchInference,RegionF,RegionF,1516,1516,1522.3333333333333,0.0,5.0,False
26277,BatchInference,RegionA,RegionD,1617,1624,1627.85,7.0,65.0,True
26278,BatchInference,RegionB,RegionD,1875,1875,1879.0333333333333,0.0,60.0,True
26279,RealTimeInference,RegionB,RegionA,570,570,574.95,0.0,12.0,True
26280,AITraining,RegionE,RegionF,1952,1952,1956.4333333333334,0.0,18.0,True
26281,BatchInference,RegionD,RegionD,1232,1335,1338.7833333333333,103.0,5.0,False
26282,RealTimeInference,RegionC,RegionB,240,240,241.95,0.0,14.0,True
26283,BatchInference,RegionF,RegionD,11,11,16.116666666666667,0.0,25.0,True
26284,BatchInference,RegionA,RegionC,2128,2128,2129.75,0.0,15.0,True
26285,BatchInference,RegionB,RegionD,86,86,90.28333333333333,0.0,60.0,True
26286,AITraining,RegionD,RegionB,622,622,627.2166666666667,0.0,60.0,True
26287,RealTimeInference,RegionB,RegionC,998,998,1000.7333333333333,0.0,14.0,True
26288,RealTimeInference,RegionC,RegionC,1216,1216,1219.65,0.0,5.0,False
26289,BatchInference,RegionF,RegionC,761,761,765.8833333333333,0.0,76.0,True
26290,RealTimeInference,RegionA,RegionC,1272,1272,1278.1833333333334,0.0,15.0,True
26291,AITraining,RegionD,RegionC,1987,1987,1988.8166666666666,0.0,58.0,True
26292,AITraining,RegionD,RegionD,95,95,100.78333333333333,0.0,5.0,False
26293,BatchInference,RegionC,RegionF,400,400,403.7,0.0,76.0,True
26294,BatchInference,RegionD,RegionD,1369,1369,1374.4666666666667,0.0,5.0,False
26295,RealTimeInference,RegionC,RegionB,1895,1895,1897.0833333333333,0.0,14.0,True
26296,RealTimeInference,RegionE,RegionF,51,51,57.43333333333334,0.0,18.0,True
26297,BatchInference,RegionA,RegionE,834,834,836.9166666666666,0.0,78.0,True
26298,BatchInference,RegionB,RegionB,675,675,680.5833333333334,0.0,5.0,False
26299,AITraining,RegionD,RegionD,0,0,6.383333333333334,0.0,5.0,False
26300,BatchInference,RegionD,RegionE,2163,2163,2167.7,0.0,22.0,True
26301,RealTimeInference,RegionC,RegionC,1711,1711,1711.1833333333334,0.0,5.0,False
26302,RealTimeInference,RegionC,RegionC,2370,2370,2373.3333333333335,0.0,5.0,False
26303,RealTimeInference,RegionA,RegionB,255,255,256.96666666666664,0.0,12.0,True
26304,AITraining,RegionD,RegionF,1547,1547,1550.95,0.0,25.0,True
26305,RealTimeInference,RegionA,RegionB,1440,1440,1441.9166666666667,0.0,12.0,True
26306,RealTimeInference,RegionB,RegionC,1961,1961,1963.2833333333333,0.0,14.0,True
26307,RealTimeInference,RegionB,RegionA,206,206,212.33333333333334,0.0,12.0,True
26308,BatchInference,RegionE,RegionF,1630,1630,1634.7166666666667,0.0,18.0,True
26309,RealTimeInference,RegionE,RegionF,1627,1627,1632.4333333333334,0.0,18.0,True
26310,AITraining,RegionB,RegionD,223,259,260.98333333333335,36.0,60.0,True
26311,RealTimeInference,RegionA,RegionB,1775,1775,1778.7333333333333,0.0,12.0,True
26312,BatchInference,RegionB,RegionE,236,236,242.28333333333333,0.0,74.0,True
26313,BatchInference,RegionC,RegionD,2360,2364,2367.95,4.0,58.0,True
26314,RealTimeInference,RegionC,RegionA,1102,1102,1105.4333333333334,0.0,15.0,True
26315,RealTimeInference,RegionC,RegionB,489,489,492.0,0.0,14.0,True
26316,BatchInference,RegionF,RegionF,2351,2351,2355.45,0.0,5.0,False
26317,AITraining,RegionD,RegionE,1922,1922,1928.5166666666667,0.0,22.0,True
26318,BatchInference,RegionB,RegionF,1764,1764,1768.1,0.0,79.0,True
26319,AITraining,RegionD,RegionA,830,830,831.2333333333333,0.0,65.0,True
26320,RealTimeInference,RegionB,RegionC,2356,2356,2360.3166666666666,0.0,14.0,True
26321,BatchInference,RegionE,RegionF,1689,1689,1694.5166666666667,0.0,18.0,True
26322,BatchInference,RegionF,RegionC,132,132,135.26666666666668,0.0,76.0,True
26323,AITraining,RegionB,RegionB,1586,1586,1590.3833333333334,0.0,5.0,False
26324,AITraining,RegionD,RegionE,199,199,204.48333333333332,0.0,22.0,True
26325,AITraining,RegionD,RegionE,1889,1889,1894.3166666666666,0.0,22.0,True
26326,BatchInference,RegionC,RegionD,1721,1721,1724.65,0.0,58.0,True
26327,RealTimeInference,RegionC,RegionC,609,609,615.25,0.0,5.0,False
26328,RealTimeInference,RegionC,RegionB,2094,2094,2100.3,0.0,14.0,True
26329,RealTimeInference,RegionF,RegionE,75,75,80.0,0.0,18.0,True
26330,AITraining,RegionC,RegionB,2007,2007,2012.6166666666666,0.0,14.0,True
26331,AITraining,RegionD,RegionB,2117,2117,2121.1,0.0,60.0,True
26332,BatchInference,RegionC,RegionB,1921,2156,2157.483333333333,235.0,14.0,True
26333,BatchInference,RegionD,RegionE,2306,2306,2311.4,0.0,22.0,True
26334,AITraining,RegionE,RegionF,2082,2082,2082.6,0.0,18.0,True
26335,AITraining,RegionF,RegionE,627,627,630.95,0.0,18.0,True
26336,BatchInference,RegionA,RegionD,887,887,893.45,0.0,65.0,True
26337,BatchInference,RegionA,RegionA,1426,1426,1432.3166666666666,0.0,5.0,False
26338,AITraining,RegionD,RegionD,1651,1651,1657.2333333333333,0.0,5.0,False
26339,AITraining,RegionE,RegionC,1604,1604,1605.5333333333333,0.0,70.0,True
26340,AITraining,RegionE,RegionC,1764,1770,1770.2833333333333,6.0,70.0,True
26341,RealTimeInference,RegionC,RegionC,1830,1830,1832.0166666666667,0.0,5.0,False
26342,BatchInference,RegionF,RegionF,2057,2057,2060.883333333333,0.0,5.0,False
26343,RealTimeInference,RegionA,RegionB,959,959,965.1833333333333,0.0,12.0,True
26344,RealTimeInference,RegionA,RegionA,146,146,147.01666666666668,0.0,5.0,False
26345,AITraining,RegionD,RegionA,1803,1909,1909.85,106.0,65.0,True
26346,RealTimeInference,RegionB,RegionB,1328,1328,1333.7333333333333,0.0,5.0,False
26347,BatchInference,RegionD,RegionE,1999,1999,2000.5833333333333,0.0,22.0,True
26348,BatchInference,RegionE,RegionD,1453,1453,1454.55,0.0,22.0,True
26349,RealTimeInference,RegionA,RegionB,473,473,476.46666666666664,0.0,12.0,True
26350,RealTimeInference,RegionA,RegionC,885,885,885.9833333333333,0.0,15.0,True
26351,BatchInference,RegionB,RegionD,1852,1867,1867.4666666666667,15.0,60.0,True
26352,RealTimeInference,RegionB,RegionB,359,359,361.5833333333333,0.0,5.0,False
26353,RealTimeInference,RegionB,RegionA,1341,1341,1341.9666666666667,0.0,12.0,True
26354,BatchInference,RegionE,RegionF,1827,1827,1833.4166666666667,0.0,18.0,True
26355,AITraining,RegionF,RegionD,2137,2137,2139.0333333333333,0.0,25.0,True
26356,RealTimeInference,RegionA,RegionC,1134,1134,1138.8166666666666,0.0,15.0,True
26357,RealTimeInference,RegionA,RegionC,2194,2194,2199.5333333333333,0.0,15.0,True
26358,RealTimeInference,RegionB,RegionA,2190,2190,2195.7166666666667,0.0,12.0,True
26359,RealTimeInference,RegionB,RegionC,1203,1203,1208.4166666666667,0.0,14.0,True
26360,BatchInference,RegionD,RegionB,1263,1263,1267.0,0.0,60.0,True
26361,AITraining,RegionF,RegionF,487,496,497.95,9.0,5.0,False
26362,AITraining,RegionA,RegionB,982,982,985.9,0.0,12.0,True
26363,BatchInference,RegionA,RegionD,326,334,337.5,8.0,65.0,True
26364,BatchInference,RegionB,RegionF,1335,1335,1341.1666666666667,0.0,79.0,True
26365,RealTimeInference,RegionB,RegionA,2326,2326,2328.45,0.0,12.0,True
26366,BatchInference,RegionD,RegionA,686,690,691.2166666666667,4.0,65.0,True
26367,AITraining,RegionF,RegionD,887,887,891.1833333333333,0.0,25.0,True
26368,AITraining,RegionF,RegionD,433,433,437.28333333333336,0.0,25.0,True
26369,BatchInference,RegionA,RegionE,2334,2334,2335.016666666667,0.0,78.0,True
26370,BatchInference,RegionB,RegionD,965,982,984.1333333333333,17.0,60.0,True
26371,BatchInference,RegionB,RegionD,2206,2206,2212.266666666667,0.0,60.0,True
26372,RealTimeInference,RegionB,RegionB,912,912,917.8,0.0,5.0,False
26373,RealTimeInference,RegionC,RegionC,256,256,261.98333333333335,0.0,5.0,False
26374,BatchInference,RegionE,RegionD,435,1095,1096.0666666666666,660.0,22.0,True
26375,AITraining,RegionF,RegionC,305,305,309.65,0.0,76.0,True
26376,AITraining,RegionC,RegionD,988,988,993.9,0.0,58.0,True
26377,BatchInference,RegionB,RegionD,2376,2376,2382.4333333333334,0.0,60.0,True
26378,RealTimeInference,RegionB,RegionA,107,107,109.96666666666667,0.0,12.0,True
26379,BatchInference,RegionD,RegionD,1802,1910,1912.6166666666666,108.0,5.0,False
26380,AITraining,RegionF,RegionD,197,197,202.95,0.0,25.0,True
26381,BatchInference,RegionF,RegionE,1770,1770,1770.8833333333334,0.0,18.0,True
26382,AITraining,RegionB,RegionF,1250,1250,1251.6333333333334,0.0,79.0,True
26383,BatchInference,RegionB,RegionC,1072,1074,1075.6166666666666,2.0,14.0,True
26384,RealTimeInference,RegionB,RegionC,1421,1421,1422.65,0.0,14.0,True
26385,AITraining,RegionE,RegionE,2237,2237,2239.9666666666667,0.0,5.0,False
26386,RealTimeInference,RegionC,RegionB,1345,1345,1347.6166666666666,0.0,14.0,True
26387,RealTimeInference,RegionC,RegionB,912,912,918.55,0.0,14.0,True
26388,AITraining,RegionF,RegionE,1044,1049,1049.1833333333334,5.0,18.0,True
26389,RealTimeInference,RegionA,RegionC,2025,2025,2031.2666666666667,0.0,15.0,True
26390,AITraining,RegionD,RegionE,2312,2312,2316.233333333333,0.0,22.0,True
26391,RealTimeInference,RegionB,RegionB,297,297,302.93333333333334,0.0,5.0,False
26392,AITraining,RegionE,RegionD,657,657,660.6333333333333,0.0,22.0,True
26393,BatchInference,RegionD,RegionF,2190,2241,2243.0666666666666,51.0,25.0,True
26394,AITraining,RegionF,RegionF,222,222,227.01666666666668,0.0,5.0,False
26395,RealTimeInference,RegionA,RegionC,2050,2050,2053.3333333333335,0.0,15.0,True
26396,BatchInference,RegionA,RegionB,204,204,204.45,0.0,12.0,True
26397,AITraining,RegionD,RegionC,1731,1844,1845.95,113.0,58.0,True
26398,AITraining,RegionD,RegionA,297,304,304.5833333333333,7.0,65.0,True
26399,BatchInference,RegionD,RegionD,1262,1262,1268.1,0.0,5.0,False
26400,RealTimeInference,RegionC,RegionC,1756,1756,1762.3666666666666,0.0,5.0,False
26401,AITraining,RegionF,RegionD,1747,1747,1750.8666666666666,0.0,25.0,True
26402,AITraining,RegionC,RegionD,1592,1592,1595.4833333333333,0.0,58.0,True
26403,RealTimeInference,RegionA,RegionC,421,421,427.26666666666665,0.0,15.0,True
26404,BatchInference,RegionC,RegionD,1911,1911,1913.9333333333334,0.0,58.0,True
26405,AITraining,RegionE,RegionC,623,623,627.8,0.0,70.0,True
26406,AITraining,RegionE,RegionD,1139,1147,1149.5333333333333,8.0,22.0,True
26407,RealTimeInference,RegionC,RegionA,8,8,11.983333333333334,0.0,15.0,True
26408,BatchInference,RegionA,RegionA,1920,2367,2368.233333333333,447.0,5.0,False
26409,RealTimeInference,RegionA,RegionA,2281,2281,2283.1,0.0,5.0,False
26410,RealTimeInference,RegionA,RegionC,1402,1402,1402.5,0.0,15.0,True
26411,AITraining,RegionD,RegionF,2125,2125,2125.633333333333,0.0,25.0,True
26412,AITraining,RegionE,RegionB,1411,1411,1411.7166666666667,0.0,74.0,True
26413,AITraining,RegionF,RegionA,629,629,630.05,0.0,82.0,True
